SENSE daaa 1 24-04-2019 22:47:10.595 T: 28.07999992370605 [C]; A:[-26, -4, 220]; H: 73.27703857421875
SENSE daab 6 24-04-2019 22:47:11.820 T: 31.44959831237792 [C]; A:[50, 0, 220]; H: 65.3348388671875
SENSE daac 5 24-04-2019 22:47:12.320 T: 28.07999992370605 [C]; A:[18, -42, 242]; H: 70.01165771484375
SENSE daaa 5 24-04-2019 22:47:12.490 T: 28.14239883422851 [C]; A:[-18, -8, 226]; H: 73.24652099609375
SENSE daad 7 24-04-2019 22:47:12.055 T: 28.64159965515136 [C]; A:[64, 72, 214]; H: 69.66070556640625
SENSE daab 8 24-04-2019 22:47:12.282 T: 31.44959831237792 [C]; A:[54, 0, 228]; H: 65.2738037109375
SENSE daab 9 24-04-2019 22:47:12.531 T: 31.44959831237792 [C]; A:[48, 0, 228]; H: 65.25091552734375
SENSE daac 6 24-04-2019 22:47:12.710 T: 28.07999992370605 [C]; A:[16, -48, 264]; H: 70.01165771484375
SENSE daaa 6 24-04-2019 22:47:13.006 T: 28.14239883422851 [C]; A:[-24, -10, 220]; H: 73.24652099609375
SENSE daad 9 24-04-2019 22:47:12.534 T: 28.64159965515136 [C]; A:[68, 76, 212]; H: 69.63018798828125
SENSE daac 7 24-04-2019 22:47:13.098 T: 28.07999992370605 [C]; A:[14, -48, 242]; H: 70.01165771484375
SENSE daab 10 24-04-2019 22:47:12.775 T: 31.44959831237792 [C]; A:[50, 0, 230]; H: 65.22039794921875
SENSE daab 11 24-04-2019 22:47:13.019 T: 31.44959831237792 [C]; A:[56, -4, 226]; H: 65.18988037109375
SENSE daab 12 24-04-2019 22:47:13.263 T: 31.44959831237792 [C]; A:[54, 0, 226]; H: 65.15936279296875
SENSE daaa 7 24-04-2019 22:47:13.557 T: 28.14239883422851 [C]; A:[-20, -10, 222]; H: 73.24652099609375
SENSE daac 8 24-04-2019 22:47:13.455 T: 28.07999992370605 [C]; A:[20, -48, 240]; H: 70.01165771484375
SENSE daab 13 24-04-2019 22:47:13.511 T: 31.44959831237792 [C]; A:[54, 0, 238]; H: 65.12884521484375
SENSE daab 14 24-04-2019 22:47:13.761 T: 31.44959831237792 [C]; A:[50, 0, 226]; H: 65.09832763671875
SENSE daac 9 24-04-2019 22:47:13.815 T: 28.07999992370605 [C]; A:[14, -46, 240]; H: 70.01165771484375
SENSE daaa 8 24-04-2019 22:47:14.030 T: 28.07999992370605 [C]; A:[-22, -12, 218]; H: 73.24652099609375
SENSE daad 13 24-04-2019 22:47:13.452 T: 28.64159965515136 [C]; A:[68, 78, 210]; H: 69.5615234375
SENSE daab 15 24-04-2019 22:47:14.004 T: 31.44959831237792 [C]; A:[50, 0, 234]; H: 65.06781005859375
SENSE daac 10 24-04-2019 22:47:14.213 T: 28.07999992370605 [C]; A:[14, -44, 244]; H: 70.01165771484375
SENSE daab 16 24-04-2019 22:47:14.248 T: 31.44959831237792 [C]; A:[56, -6, 226]; H: 65.06781005859375
SENSE daab 17 24-04-2019 22:47:14.492 T: 31.44959831237792 [C]; A:[36, 0, 222]; H: 65.06781005859375
SENSE daac 11 24-04-2019 22:47:14.582 T: 28.07999992370605 [C]; A:[12, -46, 242]; H: 70.01165771484375
SENSE daaa 9 24-04-2019 22:47:14.760 T: 28.07999992370605 [C]; A:[-10, -14, 218]; H: 73.21600341796875
SENSE daad 15 24-04-2019 22:47:13.909 T: 28.64159965515136 [C]; A:[70, 72, 214]; H: 69.531005859375
SENSE daab 18 24-04-2019 22:47:14.740 T: 31.44959831237792 [C]; A:[52, 0, 238]; H: 65.03729248046875
SENSE daac 12 24-04-2019 22:47:14.975 T: 28.01759910583496 [C]; A:[10, -46, 244]; H: 70.01165771484375
SENSE daaa 10 24-04-2019 22:47:15.196 T: 28.07999992370605 [C]; A:[-22, -10, 224]; H: 73.21600341796875
SENSE daad 16 24-04-2019 22:47:14.153 T: 28.57919883728027 [C]; A:[70, 72, 206]; H: 69.50048828125
SENSE daab 20 24-04-2019 22:47:15.228 T: 31.44959831237792 [C]; A:[50, 0, 232]; H: 64.97625732421875
SENSE daac 13 24-04-2019 22:47:15.408 T: 28.07999992370605 [C]; A:[14, -50, 244]; H: 69.98114013671875
SENSE daaa 11 24-04-2019 22:47:15.668 T: 28.07999992370605 [C]; A:[-24, -8, 222]; H: 73.21600341796875
SENSE daac 14 24-04-2019 22:47:15.742 T: 28.01759910583496 [C]; A:[12, -44, 242]; H: 69.95062255859375
SENSE daab 22 24-04-2019 22:47:15.730 T: 31.44959831237792 [C]; A:[56, -6, 226]; H: 64.94573974609375
SENSE daaa 12 24-04-2019 22:47:16.163 T: 28.07999992370605 [C]; A:[-20, -12, 222]; H: 73.1778564453125
SENSE daac 15 24-04-2019 22:47:16.070 T: 28.07999992370605 [C]; A:[16, -48, 244]; H: 69.95062255859375
SENSE daab 23 24-04-2019 22:47:15.979 T: 31.38719940185546 [C]; A:[52, 0, 234]; H: 64.88470458984375
SENSE daab 24 24-04-2019 22:47:16.224 T: 31.44959831237792 [C]; A:[48, 0, 226]; H: 64.88470458984375
SENSE daac 16 24-04-2019 22:47:16.434 T: 28.01759910583496 [C]; A:[12, -50, 244]; H: 69.927734375
SENSE daaa 13 24-04-2019 22:47:16.671 T: 28.07999992370605 [C]; A:[-18, -8, 222]; H: 73.1778564453125
SENSE daad 20 24-04-2019 22:47:15.076 T: 28.64159965515136 [C]; A:[68, 76, 208]; H: 69.43182373046875
SENSE daab 25 24-04-2019 22:47:16.468 T: 31.44959831237792 [C]; A:[54, -4, 224]; H: 64.85418701171875
SENSE daac 17 24-04-2019 22:47:16.827 T: 28.07999992370605 [C]; A:[18, -44, 240]; H: 69.897216796875
SENSE daab 26 24-04-2019 22:47:16.712 T: 31.44959831237792 [C]; A:[56, 0, 232]; H: 64.88470458984375
SENSE daac 18 24-04-2019 22:47:17.177 T: 28.07999992370605 [C]; A:[18, -44, 242]; H: 69.86669921875
SENSE daab 27 24-04-2019 22:47:16.968 T: 31.38719940185546 [C]; A:[52, 0, 232]; H: 64.88470458984375
SENSE daab 28 24-04-2019 22:47:17.214 T: 31.38719940185546 [C]; A:[50, 0, 230]; H: 64.94573974609375
SENSE daab 29 24-04-2019 22:47:17.457 T: 31.51199913024902 [C]; A:[48, 0, 232]; H: 65.00677490234375
SENSE daac 19 24-04-2019 22:47:17.534 T: 28.07999992370605 [C]; A:[12, -44, 246]; H: 69.81329345703125
SENSE daaa 15 24-04-2019 22:47:17.725 T: 28.07999992370605 [C]; A:[-22, -8, 222]; H: 73.1778564453125
SENSE daab 30 24-04-2019 22:47:17.701 T: 31.44959831237792 [C]; A:[48, 0, 230]; H: 65.06781005859375
SENSE daac 20 24-04-2019 22:47:17.847 T: 28.07999992370605 [C]; A:[12, -42, 248]; H: 69.78277587890625
SENSE daab 31 24-04-2019 22:47:17.945 T: 31.44959831237792 [C]; A:[54, 0, 226]; H: 65.06781005859375
SENSE daad 26 24-04-2019 22:47:16.442 T: 28.64159965515136 [C]; A:[70, 74, 212]; H: 69.34027099609375
SENSE daaa 16 24-04-2019 22:47:18.216 T: 28.07999992370605 [C]; A:[-14, -18, 218]; H: 73.1778564453125
SENSE daac 21 24-04-2019 22:47:18.281 T: 28.07999992370605 [C]; A:[12, -46, 246]; H: 69.7598876953125
SENSE daab 32 24-04-2019 22:47:18.193 T: 31.44959831237792 [C]; A:[52, 0, 234]; H: 65.09832763671875
SENSE daaa 17 24-04-2019 22:47:18.629 T: 28.01759910583496 [C]; A:[-16, -14, 220]; H: 73.1778564453125
SENSE daac 22 24-04-2019 22:47:18.712 T: 28.07999992370605 [C]; A:[20, -46, 248]; H: 69.7293701171875
SENSE daab 33 24-04-2019 22:47:18.437 T: 31.38719940185546 [C]; A:[48, 0, 230]; H: 65.09832763671875
SENSE daab 34 24-04-2019 22:47:18.687 T: 31.44959831237792 [C]; A:[54, 0, 230]; H: 65.06781005859375
SENSE daad 29 24-04-2019 22:47:17.142 T: 28.70399856567382 [C]; A:[68, 80, 204]; H: 69.3021240234375
SENSE daaa 18 24-04-2019 22:47:19.149 T: 28.07999992370605 [C]; A:[-22, -12, 228]; H: 73.1778564453125
SENSE daac 23 24-04-2019 22:47:19.106 T: 28.07999992370605 [C]; A:[16, -46, 248]; H: 69.6988525390625
SENSE daab 35 24-04-2019 22:47:18.930 T: 31.38719940185546 [C]; A:[54, 0, 232]; H: 65.06781005859375
SENSE daab 36 24-04-2019 22:47:19.183 T: 31.44959831237792 [C]; A:[50, 0, 230]; H: 65.03729248046875
SENSE daac 24 24-04-2019 22:47:19.430 T: 28.07999992370605 [C]; A:[18, -44, 244]; H: 69.6988525390625
SENSE daaa 19 24-04-2019 22:47:19.670 T: 28.07999992370605 [C]; A:[-24, -8, 224]; H: 73.21600341796875
SENSE daad 31 24-04-2019 22:47:17.609 T: 28.64159965515136 [C]; A:[68, 78, 212]; H: 69.34027099609375
SENSE daad 32 24-04-2019 22:47:17.852 T: 28.64159965515136 [C]; A:[66, 72, 206]; H: 69.34027099609375
SENSE daab 37 24-04-2019 22:47:19.442 T: 31.38719940185546 [C]; A:[54, 0, 234]; H: 65.00677490234375
SENSE daab 38 24-04-2019 22:47:19.686 T: 31.44959831237792 [C]; A:[52, 0, 236]; H: 65.00677490234375
SENSE daac 25 24-04-2019 22:47:19.893 T: 28.07999992370605 [C]; A:[12, -42, 240]; H: 69.67596435546875
SENSE daaa 20 24-04-2019 22:47:20.177 T: 28.07999992370605 [C]; A:[-16, -14, 220]; H: 73.24652099609375
SENSE daad 33 24-04-2019 22:47:18.100 T: 28.64159965515136 [C]; A:[68, 80, 210]; H: 69.37078857421875
SENSE daac 26 24-04-2019 22:47:20.296 T: 28.01759910583496 [C]; A:[16, -48, 246]; H: 69.67596435546875
SENSE daab 40 24-04-2019 22:47:20.174 T: 31.44959831237792 [C]; A:[54, 0, 236]; H: 64.94573974609375
SENSE daaa 21 24-04-2019 22:47:20.658 T: 28.07999992370605 [C]; A:[-20, -14, 224]; H: 73.27703857421875
SENSE daad 35 24-04-2019 22:47:18.562 T: 28.64159965515136 [C]; A:[64, 74, 206]; H: 69.40130615234375
SENSE daad 36 24-04-2019 22:47:18.810 T: 28.64159965515136 [C]; A:[64, 78, 216]; H: 69.43182373046875
SENSE daab 41 24-04-2019 22:47:20.428 T: 31.44959831237792 [C]; A:[48, 0, 230]; H: 64.94573974609375
SENSE daac 27 24-04-2019 22:47:20.870 T: 28.07999992370605 [C]; A:[14, -52, 240]; H: 69.64544677734375
SENSE daaa 22 24-04-2019 22:47:21.056 T: 28.07999992370605 [C]; A:[-18, -12, 220]; H: 73.30755615234375
SENSE daab 43 24-04-2019 22:47:20.885 T: 31.44959831237792 [C]; A:[52, 0, 230]; H: 64.94573974609375
SENSE daac 28 24-04-2019 22:47:21.232 T: 28.07999992370605 [C]; A:[16, -42, 246]; H: 69.64544677734375
SENSE daaa 23 24-04-2019 22:47:21.540 T: 28.07999992370605 [C]; A:[-20, -12, 216]; H: 73.345703125
SENSE daad 40 24-04-2019 22:47:19.755 T: 28.64159965515136 [C]; A:[66, 74, 204]; H: 69.50048828125
SENSE daab 45 24-04-2019 22:47:21.373 T: 31.44959831237792 [C]; A:[50, 0, 228]; H: 64.91522216796875
SENSE daab 46 24-04-2019 22:47:21.621 T: 31.38719940185546 [C]; A:[52, 0, 232]; H: 64.88470458984375
SENSE daad 42 24-04-2019 22:47:20.216 T: 28.64159965515136 [C]; A:[70, 76, 206]; H: 69.531005859375
SENSE daaa 24 24-04-2019 22:47:22.049 T: 28.07999992370605 [C]; A:[-20, -14, 226]; H: 73.376220703125
SENSE daac 30 24-04-2019 22:47:22.058 T: 28.07999992370605 [C]; A:[12, -44, 246]; H: 69.64544677734375
SENSE daab 47 24-04-2019 22:47:21.865 T: 31.38719940185546 [C]; A:[50, 0, 228]; H: 64.88470458984375
SENSE daaa 25 24-04-2019 22:47:22.446 T: 28.07999992370605 [C]; A:[-20, -12, 224]; H: 73.376220703125
SENSE daac 31 24-04-2019 22:47:22.432 T: 28.07999992370605 [C]; A:[16, -42, 240]; H: 69.67596435546875
SENSE daab 49 24-04-2019 22:47:22.373 T: 31.44959831237792 [C]; A:[56, 0, 228]; H: 64.831298828125
SENSE daad 45 24-04-2019 22:47:20.897 T: 28.70399856567382 [C]; A:[72, 76, 198]; H: 69.531005859375
SENSE daaa 26 24-04-2019 22:47:22.838 T: 28.07999992370605 [C]; A:[-16, -16, 214]; H: 73.40673828125
SENSE daac 32 24-04-2019 22:47:22.815 T: 28.07999992370605 [C]; A:[14, -46, 242]; H: 69.67596435546875
SENSE daab 50 24-04-2019 22:47:22.621 T: 31.44959831237792 [C]; A:[50, 0, 230]; H: 64.831298828125
SENSE daab 51 24-04-2019 22:47:22.865 T: 31.44959831237792 [C]; A:[52, 0, 234]; H: 64.831298828125
SENSE daaa 27 24-04-2019 22:47:23.345 T: 28.07999992370605 [C]; A:[-18, -8, 222]; H: 73.40673828125
SENSE daad 47 24-04-2019 22:47:21.429 T: 28.70399856567382 [C]; A:[64, 76, 210]; H: 69.5615234375
SENSE daab 52 24-04-2019 22:47:23.109 T: 31.44959831237792 [C]; A:[52, -4, 230]; H: 64.831298828125
SENSE daad 48 24-04-2019 22:47:21.670 T: 28.70399856567382 [C]; A:[70, 72, 212]; H: 69.5615234375
SENSE daab 53 24-04-2019 22:47:23.353 T: 31.44959831237792 [C]; A:[50, -6, 230]; H: 64.831298828125
SENSE daab 54 24-04-2019 22:47:23.609 T: 31.44959831237792 [C]; A:[54, 4, 228]; H: 64.831298828125
SENSE daac 34 24-04-2019 22:47:23.641 T: 28.14239883422851 [C]; A:[14, -48, 240]; H: 69.6988525390625
SENSE daad 50 24-04-2019 22:47:22.122 T: 28.70399856567382 [C]; A:[66, 80, 208]; H: 69.592041015625
SENSE daab 55 24-04-2019 22:47:23.855 T: 31.44959831237792 [C]; A:[48, 2, 228]; H: 64.80078125
SENSE daac 35 24-04-2019 22:47:24.074 T: 28.07999992370605 [C]; A:[18, -48, 240]; H: 69.6988525390625
SENSE daaa 29 24-04-2019 22:47:24.283 T: 28.14239883422851 [C]; A:[-16, -6, 224]; H: 73.437255859375
SENSE daad 51 24-04-2019 22:47:22.366 T: 28.70399856567382 [C]; A:[70, 72, 208]; H: 69.592041015625
SENSE daab 56 24-04-2019 22:47:24.099 T: 31.44959831237792 [C]; A:[58, 0, 232]; H: 64.80078125
SENSE daac 36 24-04-2019 22:47:24.477 T: 28.07999992370605 [C]; A:[14, -46, 244]; H: 69.7293701171875
SENSE daaa 30 24-04-2019 22:47:24.740 T: 28.07999992370605 [C]; A:[-22, -14, 216]; H: 73.437255859375
SENSE daad 53 24-04-2019 22:47:22.837 T: 28.70399856567382 [C]; A:[66, 78, 206]; H: 69.592041015625
SENSE daab 58 24-04-2019 22:47:24.552 T: 31.44959831237792 [C]; A:[48, 0, 226]; H: 64.80078125
SENSE daab 59 24-04-2019 22:47:24.795 T: 31.44959831237792 [C]; A:[52, 0, 232]; H: 64.80078125
SENSE daac 37 24-04-2019 22:47:24.910 T: 28.07999992370605 [C]; A:[16, -40, 244]; H: 69.7293701171875
SENSE daaa 31 24-04-2019 22:47:25.222 T: 28.07999992370605 [C]; A:[-22, -10, 224]; H: 73.4677734375
SENSE daac 38 24-04-2019 22:47:25.224 T: 28.07999992370605 [C]; A:[20, -46, 240]; H: 69.7598876953125
SENSE daab 60 24-04-2019 22:47:25.039 T: 31.44959831237792 [C]; A:[48, 0, 228]; H: 64.80078125
SENSE daad 55 24-04-2019 22:47:23.294 T: 28.64159965515136 [C]; A:[64, 80, 204]; H: 69.592041015625
SENSE daaa 32 24-04-2019 22:47:25.619 T: 28.01759910583496 [C]; A:[-20, -10, 218]; H: 73.4677734375
SENSE daac 39 24-04-2019 22:47:25.652 T: 28.14239883422851 [C]; A:[20, -44, 242]; H: 69.7598876953125
SENSE daad 56 24-04-2019 22:47:23.538 T: 28.70399856567382 [C]; A:[68, 76, 212]; H: 69.592041015625
SENSE daaa 33 24-04-2019 22:47:26.013 T: 28.07999992370605 [C]; A:[-20, -12, 216]; H: 73.4677734375
SENSE daad 57 24-04-2019 22:47:23.781 T: 28.64159965515136 [C]; A:[66, 80, 212]; H: 69.592041015625
SENSE daab 62 24-04-2019 22:47:25.547 T: 31.44959831237792 [C]; A:[54, 0, 230]; H: 64.770263671875
SENSE daac 40 24-04-2019 22:47:26.164 T: 28.07999992370605 [C]; A:[16, -46, 246]; H: 69.7598876953125
SENSE daaa 34 24-04-2019 22:47:26.408 T: 28.07999992370605 [C]; A:[-16, -10, 222]; H: 73.437255859375
SENSE daad 59 24-04-2019 22:47:24.277 T: 28.64159965515136 [C]; A:[70, 76, 206]; H: 69.592041015625
SENSE daad 60 24-04-2019 22:47:24.521 T: 28.64159965515136 [C]; A:[64, 80, 206]; H: 69.592041015625
SENSE daab 63 24-04-2019 22:47:25.815 T: 31.44959831237792 [C]; A:[52, 0, 230]; H: 64.770263671875
SENSE daaa 35 24-04-2019 22:47:26.855 T: 28.01759910583496 [C]; A:[-18, -12, 226]; H: 73.437255859375
SENSE daab 64 24-04-2019 22:47:26.069 T: 31.51199913024902 [C]; A:[46, 0, 228]; H: 64.770263671875
SENSE daac 42 24-04-2019 22:47:27.036 T: 28.07999992370605 [C]; A:[14, -48, 240]; H: 69.78277587890625
SENSE daaa 36 24-04-2019 22:47:27.297 T: 28.07999992370605 [C]; A:[-18, -8, 220]; H: 73.437255859375
SENSE daad 62 24-04-2019 22:47:24.988 T: 28.64159965515136 [C]; A:[64, 76, 202]; H: 69.592041015625
SENSE daac 43 24-04-2019 22:47:27.464 T: 28.07999992370605 [C]; A:[18, -48, 238]; H: 69.78277587890625
SENSE daaa 38 24-04-2019 22:47:27.935 T: 28.07999992370605 [C]; A:[-16, -14, 216]; H: 73.437255859375
SENSE daac 44 24-04-2019 22:47:27.817 T: 28.07999992370605 [C]; A:[20, -44, 246]; H: 69.78277587890625
SENSE daab 69 24-04-2019 22:47:27.218 T: 31.44959831237792 [C]; A:[50, 0, 230]; H: 64.6787109375
SENSE daad 66 24-04-2019 22:47:25.886 T: 28.70399856567382 [C]; A:[66, 76, 214]; H: 69.5615234375
SENSE daaa 39 24-04-2019 22:47:28.374 T: 28.07999992370605 [C]; A:[-22, -10, 212]; H: 73.40673828125
SENSE daac 45 24-04-2019 22:47:28.270 T: 28.07999992370605 [C]; A:[16, -46, 246]; H: 69.78277587890625
SENSE daad 67 24-04-2019 22:47:26.130 T: 28.70399856567382 [C]; A:[66, 78, 212]; H: 69.5615234375
SENSE daab 70 24-04-2019 22:47:27.462 T: 31.44959831237792 [C]; A:[54, 0, 230]; H: 64.6787109375
SENSE daab 71 24-04-2019 22:47:27.706 T: 31.44959831237792 [C]; A:[50, 0, 238]; H: 64.648193359375
SENSE daac 46 24-04-2019 22:47:28.673 T: 28.07999992370605 [C]; A:[14, -48, 244]; H: 69.78277587890625
SENSE daaa 40 24-04-2019 22:47:28.920 T: 28.01759910583496 [C]; A:[-18, -8, 216]; H: 73.40673828125
SENSE daad 68 24-04-2019 22:47:26.378 T: 28.70399856567382 [C]; A:[68, 74, 208]; H: 69.5615234375
SENSE daab 74 24-04-2019 22:47:28.412 T: 31.44959831237792 [C]; A:[54, 0, 226]; H: 64.587158203125
SENSE daac 47 24-04-2019 22:47:29.056 T: 28.07999992370605 [C]; A:[16, -46, 240]; H: 69.78277587890625
SENSE daaa 41 24-04-2019 22:47:29.318 T: 28.01759910583496 [C]; A:[-16, -16, 216]; H: 73.40673828125
SENSE daac 48 24-04-2019 22:47:29.370 T: 28.07999992370605 [C]; A:[16, -44, 246]; H: 69.78277587890625
SENSE daab 75 24-04-2019 22:47:28.667 T: 31.44959831237792 [C]; A:[50, 0, 226]; H: 64.556640625
SENSE daab 76 24-04-2019 22:47:28.910 T: 31.44959831237792 [C]; A:[52, 0, 232]; H: 64.556640625
SENSE daab 77 24-04-2019 22:47:29.154 T: 31.44959831237792 [C]; A:[54, 0, 228]; H: 64.556640625
SENSE daab 78 24-04-2019 22:47:29.402 T: 31.44959831237792 [C]; A:[52, 0, 224]; H: 64.49560546875
SENSE daac 49 24-04-2019 22:47:29.703 T: 28.07999992370605 [C]; A:[14, -46, 240]; H: 69.78277587890625
SENSE daaa 42 24-04-2019 22:47:29.924 T: 28.07999992370605 [C]; A:[-20, -10, 220]; H: 73.40673828125
SENSE daab 80 24-04-2019 22:47:29.860 T: 31.44959831237792 [C]; A:[52, 0, 228]; H: 64.47271728515625
SENSE daac 50 24-04-2019 22:47:30.062 T: 28.07999992370605 [C]; A:[20, -50, 242]; H: 69.78277587890625
SENSE daab 81 24-04-2019 22:47:30.114 T: 31.44959831237792 [C]; A:[50, 0, 232]; H: 64.44219970703125
SENSE daaa 43 24-04-2019 22:47:30.387 T: 28.07999992370605 [C]; A:[-16, -16, 224]; H: 73.376220703125
SENSE daab 82 24-04-2019 22:47:30.363 T: 31.44959831237792 [C]; A:[54, 0, 228]; H: 64.41168212890625
SENSE daab 83 24-04-2019 22:47:30.611 T: 31.44959831237792 [C]; A:[50, 2, 228]; H: 64.38116455078125
SENSE daad 76 24-04-2019 22:47:28.160 T: 28.70399856567382 [C]; A:[70, 78, 212]; H: 69.50048828125
SENSE daaa 44 24-04-2019 22:47:30.883 T: 28.07999992370605 [C]; A:[-20, -12, 228]; H: 73.376220703125
SENSE daac 52 24-04-2019 22:47:30.784 T: 28.14239883422851 [C]; A:[18, -44, 238]; H: 69.7598876953125
SENSE daab 84 24-04-2019 22:47:30.855 T: 31.44959831237792 [C]; A:[52, 0, 226]; H: 64.38116455078125
SENSE daad 77 24-04-2019 22:47:28.404 T: 28.70399856567382 [C]; A:[68, 76, 214]; H: 69.46234130859375
SENSE daab 85 24-04-2019 22:47:31.099 T: 31.44959831237792 [C]; A:[50, 2, 234]; H: 64.35064697265625
SENSE daad 79 24-04-2019 22:47:28.890 T: 28.70399856567382 [C]; A:[64, 78, 210]; H: 69.46234130859375
SENSE daac 53 24-04-2019 22:47:31.296 T: 28.07999992370605 [C]; A:[14, -48, 240]; H: 69.7598876953125
SENSE daaa 45 24-04-2019 22:47:31.498 T: 28.07999992370605 [C]; A:[-14, -10, 222]; H: 73.345703125
SENSE daad 81 24-04-2019 22:47:29.353 T: 28.70399856567382 [C]; A:[66, 78, 210]; H: 69.46234130859375
SENSE daad 82 24-04-2019 22:47:29.596 T: 28.70399856567382 [C]; A:[70, 80, 200]; H: 69.43182373046875
SENSE daab 86 24-04-2019 22:47:31.343 T: 31.44959831237792 [C]; A:[52, 0, 226]; H: 64.32012939453125
SENSE daad 83 24-04-2019 22:47:29.839 T: 28.70399856567382 [C]; A:[68, 76, 206]; H: 69.43182373046875
SENSE daaa 46 24-04-2019 22:47:31.905 T: 28.07999992370605 [C]; A:[-18, -12, 222]; H: 73.345703125
SENSE daac 54 24-04-2019 22:47:31.824 T: 28.07999992370605 [C]; A:[16, -46, 242]; H: 69.7598876953125
SENSE daab 88 24-04-2019 22:47:31.808 T: 31.38719940185546 [C]; A:[50, 0, 230]; H: 64.28961181640625
SENSE daaa 47 24-04-2019 22:47:32.292 T: 28.07999992370605 [C]; A:[-16, -12, 220]; H: 73.345703125
SENSE daac 55 24-04-2019 22:47:32.190 T: 28.07999992370605 [C]; A:[16, -52, 244]; H: 69.7598876953125
SENSE daab 89 24-04-2019 22:47:32.054 T: 31.44959831237792 [C]; A:[50, 0, 232]; H: 64.28961181640625
SENSE daad 86 24-04-2019 22:47:30.554 T: 28.70399856567382 [C]; A:[66, 72, 212]; H: 69.37078857421875
SENSE daab 90 24-04-2019 22:47:32.298 T: 31.44959831237792 [C]; A:[48, 0, 226]; H: 64.25909423828125
SENSE daad 87 24-04-2019 22:47:30.802 T: 28.70399856567382 [C]; A:[68, 76, 210]; H: 69.37078857421875
SENSE daaa 48 24-04-2019 22:47:32.745 T: 28.07999992370605 [C]; A:[-18, -12, 218]; H: 73.30755615234375
SENSE daac 56 24-04-2019 22:47:32.655 T: 28.14239883422851 [C]; A:[14, -48, 238]; H: 69.7598876953125
SENSE daad 88 24-04-2019 22:47:31.051 T: 28.76639938354492 [C]; A:[68, 80, 208]; H: 69.34027099609375
SENSE daab 91 24-04-2019 22:47:32.542 T: 31.44959831237792 [C]; A:[52, 0, 228]; H: 64.25909423828125
SENSE daad 89 24-04-2019 22:47:31.304 T: 28.70399856567382 [C]; A:[72, 76, 212]; H: 69.34027099609375
SENSE daad 90 24-04-2019 22:47:31.557 T: 28.70399856567382 [C]; A:[64, 72, 208]; H: 69.3021240234375
SENSE daaa 49 24-04-2019 22:47:33.270 T: 28.01759910583496 [C]; A:[-18, -10, 226]; H: 73.30755615234375
SENSE daac 57 24-04-2019 22:47:33.223 T: 28.14239883422851 [C]; A:[16, -48, 240]; H: 69.78277587890625
SENSE daab 94 24-04-2019 22:47:33.263 T: 31.44959831237792 [C]; A:[54, 0, 228]; H: 64.25909423828125
SENSE daad 91 24-04-2019 22:47:31.805 T: 28.70399856567382 [C]; A:[68, 78, 208]; H: 69.3021240234375
SENSE daab 95 24-04-2019 22:47:33.513 T: 31.51199913024902 [C]; A:[50, 0, 236]; H: 64.22857666015625
SENSE daac 58 24-04-2019 22:47:33.651 T: 28.07999992370605 [C]; A:[16, -48, 246]; H: 69.78277587890625
SENSE daaa 50 24-04-2019 22:47:33.783 T: 28.07999992370605 [C]; A:[-20, -12, 214]; H: 73.27703857421875
