SENSE daaa 1 24-04-2019 21:05:58.635 T: 30.13919830322265 [C]; A:[46, 0, 230]; H: 68.40185546875
SENSE daab 1 24-04-2019 21:05:58.634 T: 27.8927993774414 [C]; A:[20, -50, 244]; H: 68.37896728515625
SENSE daac 1 24-04-2019 21:05:58.634 T: 28.39199829101562 [C]; A:[62, 20, 224]; H: 70.60675048828125
SENSE daad 1 24-04-2019 21:05:58.631 T: 28.51679992675781 [C]; A:[6, 22, 242]; H: 68.25689697265625
SENSE daaa 2 24-04-2019 21:05:58.915 T: 30.20159912109375 [C]; A:[52, -10, 224]; H: 68.462890625
SENSE daab 2 24-04-2019 21:05:58.914 T: 27.9552001953125 [C]; A:[16, -48, 246]; H: 68.40948486328125
SENSE daac 2 24-04-2019 21:05:58.914 T: 28.45439910888671 [C]; A:[64, 18, 222]; H: 70.57623291015625
SENSE daad 2 24-04-2019 21:05:58.911 T: 28.45439910888671 [C]; A:[0, 16, 240]; H: 68.22637939453125
SENSE daaa 3 24-04-2019 21:05:59.196 T: 30.13919830322265 [C]; A:[50, -8, 226]; H: 68.5697021484375
SENSE daab 3 24-04-2019 21:05:59.196 T: 27.8927993774414 [C]; A:[16, -50, 242]; H: 68.44000244140625
SENSE daac 3 24-04-2019 21:05:59.193 T: 28.45439910888671 [C]; A:[58, 20, 226]; H: 70.57623291015625
SENSE daad 3 24-04-2019 21:05:59.191 T: 28.45439910888671 [C]; A:[2, 22, 238]; H: 68.27978515625
SENSE daaa 4 24-04-2019 21:05:59.476 T: 30.13919830322265 [C]; A:[56, -6, 228]; H: 68.6307373046875
SENSE daab 4 24-04-2019 21:05:59.476 T: 27.9552001953125 [C]; A:[12, -48, 244]; H: 68.462890625
SENSE daac 4 24-04-2019 21:05:59.474 T: 28.39199829101562 [C]; A:[60, 20, 218]; H: 70.60675048828125
SENSE daad 4 24-04-2019 21:05:59.474 T: 28.45439910888671 [C]; A:[6, 22, 234]; H: 68.36370849609375
SENSE daaa 5 24-04-2019 21:05:59.759 T: 30.13919830322265 [C]; A:[56, -10, 232]; H: 68.68414306640625
SENSE daab 5 24-04-2019 21:05:59.760 T: 27.9552001953125 [C]; A:[16, -50, 248]; H: 68.493408203125
SENSE daac 5 24-04-2019 21:05:59.759 T: 28.45439910888671 [C]; A:[58, 28, 222]; H: 70.6754150390625
SENSE daad 5 24-04-2019 21:05:59.758 T: 28.45439910888671 [C]; A:[4, 20, 242]; H: 68.5086669921875
SENSE daaa 6 24-04-2019 21:06:00.043 T: 30.13919830322265 [C]; A:[52, -6, 232]; H: 68.68414306640625
SENSE daab 6 24-04-2019 21:06:00.042 T: 27.8927993774414 [C]; A:[14, -50, 242]; H: 68.493408203125
