SENSE daaa 1 25-04-2019 13:05:37.879 T: 28.01759910583496 [C]; A:[100, 0, 210]; H: 61.291259765625
SENSE daaa 2 25-04-2019 13:05:38.206 T: 28.01759910583496 [C]; A:[96, 4, 214]; H: 61.37518310546875
SENSE daaa 3 25-04-2019 13:05:38.494 T: 28.01759910583496 [C]; A:[98, 4, 210]; H: 61.4591064453125
SENSE daaa 4 25-04-2019 13:05:38.822 T: 27.9552001953125 [C]; A:[100, 0, 212]; H: 61.5506591796875
SENSE daaa 5 25-04-2019 13:05:39.105 T: 28.01759910583496 [C]; A:[98, 0, 210]; H: 61.63458251953125
SENSE daaa 6 25-04-2019 13:05:39.448 T: 28.01759910583496 [C]; A:[100, 4, 212]; H: 61.7490234375
SENSE daaa 7 25-04-2019 13:05:39.736 T: 28.01759910583496 [C]; A:[98, 2, 214]; H: 61.83294677734375
SENSE daaa 8 25-04-2019 13:05:40.069 T: 28.01759910583496 [C]; A:[94, 0, 208]; H: 61.8863525390625
SENSE daaa 9 25-04-2019 13:05:40.391 T: 28.01759910583496 [C]; A:[100, 0, 210]; H: 61.93975830078125
SENSE daaa 10 25-04-2019 13:05:40.714 T: 28.01759910583496 [C]; A:[96, 6, 210]; H: 62.00079345703125
SENSE daaa 11 25-04-2019 13:05:40.992 T: 28.01759910583496 [C]; A:[100, 0, 212]; H: 62.084716796875
SENSE daaa 12 25-04-2019 13:05:41.335 T: 28.01759910583496 [C]; A:[100, 2, 212]; H: 62.115234375
SENSE daaa 13 25-04-2019 13:05:41.667 T: 28.01759910583496 [C]; A:[96, 6, 212]; H: 62.13812255859375
SENSE daaa 14 25-04-2019 13:05:41.950 T: 28.01759910583496 [C]; A:[96, 4, 214]; H: 62.2220458984375
SENSE daaa 15 25-04-2019 13:05:42.233 T: 28.01759910583496 [C]; A:[100, 0, 214]; H: 62.3135986328125
SENSE daaa 16 25-04-2019 13:05:42.606 T: 28.01759910583496 [C]; A:[98, 2, 212]; H: 62.39752197265625
SENSE daaa 17 25-04-2019 13:05:42.889 T: 28.01759910583496 [C]; A:[96, 0, 208]; H: 62.450927734375
SENSE daaa 18 25-04-2019 13:05:43.222 T: 28.01759910583496 [C]; A:[98, 2, 210]; H: 62.4814453125
SENSE daab 5 25-04-2019 13:05:40.379 T: 27.5807991027832 [C]; A:[28, -58, 242]; H: 59.55938720703125
