SENSE daaa 1 01-01-1970 07:00:26.582 T: 25.08479881286621 [C]; A:[0, 0, 0]; H: 67.41766357421875
SENSE daab 1 01-01-1970 07:00:29.175 T: 25.1471996307373 [C]; A:[2, -38, 246]; H: 65.7010498046875
SENSE daac 1 01-01-1970 07:00:32.434 T: 25.83359909057617 [C]; A:[0, 0, 0]; H: 66.418212890625
SENSE daad 1 01-01-1970 07:00:24.506 T: 24.95999908447265 [C]; A:[0, 0, 0]; H: 68.65362548828125
SENSE daaa 2 01-01-1970 07:00:26.916 T: 25.08479881286621 [C]; A:[0, 12, 234]; H: 67.44818115234375
SENSE daab 2 01-01-1970 07:00:29.510 T: 25.08479881286621 [C]; A:[2, -32, 244]; H: 65.66290283203125
SENSE daac 2 01-01-1970 07:00:32.769 T: 25.83359909057617 [C]; A:[-10, 0, 232]; H: 66.418212890625
SENSE daad 2 01-01-1970 07:00:24.839 T: 24.8976001739502 [C]; A:[-4, 60, 204]; H: 68.65362548828125
SENSE daaa 3 01-01-1970 07:00:27.247 T: 25.08479881286621 [C]; A:[0, 12, 238]; H: 67.44818115234375
SENSE daab 3 01-01-1970 07:00:29.842 T: 25.1471996307373 [C]; A:[4, -34, 252]; H: 65.6705322265625
SENSE daac 3 01-01-1970 07:00:33.100 T: 25.83359909057617 [C]; A:[-22, 12, 242]; H: 66.418212890625
SENSE daad 3 01-01-1970 07:00:25.171 T: 24.95999908447265 [C]; A:[10, 64, 206]; H: 68.6307373046875
SENSE daaa 4 01-01-1970 07:00:27.580 T: 25.08479881286621 [C]; A:[-6, 4, 230]; H: 67.44818115234375
SENSE daab 4 01-01-1970 07:00:30.173 T: 25.1471996307373 [C]; A:[0, -32, 242]; H: 65.6705322265625
SENSE daac 4 01-01-1970 07:00:33.433 T: 25.77120018005371 [C]; A:[-18, 12, 234]; H: 66.3876953125
SENSE daad 4 01-01-1970 07:00:25.505 T: 24.95999908447265 [C]; A:[0, 60, 200]; H: 68.6307373046875
SENSE daaa 5 01-01-1970 07:00:27.913 T: 25.1471996307373 [C]; A:[6, 2, 232]; H: 67.44818115234375
SENSE daab 5 01-01-1970 07:00:30.508 T: 25.08479881286621 [C]; A:[0, -34, 244]; H: 65.6705322265625
SENSE daac 5 01-01-1970 07:00:33.768 T: 25.83359909057617 [C]; A:[-14, 6, 232]; H: 66.3876953125
SENSE daad 5 01-01-1970 07:00:25.839 T: 24.95999908447265 [C]; A:[0, 64, 200]; H: 68.6307373046875
SENSE daaa 6 01-01-1970 07:00:28.248 T: 25.1471996307373 [C]; A:[0, 2, 234]; H: 67.41766357421875
SENSE daab 6 01-01-1970 07:00:30.842 T: 25.1471996307373 [C]; A:[4, -36, 248]; H: 65.6400146484375
SENSE daac 6 01-01-1970 07:00:34.102 T: 25.83359909057617 [C]; A:[-14, 6, 238]; H: 66.357177734375
