SENSE daaa 1 22-04-2019 10:11:35.389 T: 23.71199989318847 [C]; A:[0, 4, 232]; H: 69.7904052734375
SENSE daab 1 22-04-2019 10:11:35.376 T: 27.51840019226074 [C]; A:[0, 0, 0]; H: 63.38934326171875
SENSE daaa 2 22-04-2019 10:11:35.867 T: 23.71199989318847 [C]; A:[2, 0, 232]; H: 69.7904052734375
SENSE daab 2 22-04-2019 10:11:36.094 T: 27.51840019226074 [C]; A:[-8, 20, 238]; H: 63.35882568359375
SENSE daaa 3 22-04-2019 10:11:36.443 T: 23.71199989318847 [C]; A:[0, 0, 232]; H: 69.82855224609375
SENSE daab 3 22-04-2019 10:11:36.671 T: 27.51840019226074 [C]; A:[-4, 16, 230]; H: 63.32830810546875
SENSE daaa 4 22-04-2019 10:11:37.019 T: 23.71199989318847 [C]; A:[0, 6, 236]; H: 69.78277587890625
SENSE daab 4 22-04-2019 10:11:37.243 T: 27.51840019226074 [C]; A:[-8, 22, 234]; H: 63.32830810546875
SENSE daaa 5 22-04-2019 10:11:37.595 T: 23.77439880371093 [C]; A:[0, 2, 232]; H: 69.78277587890625
SENSE daab 5 22-04-2019 10:11:37.815 T: 27.51840019226074 [C]; A:[-10, 18, 230]; H: 63.27490234375
SENSE daaa 6 22-04-2019 10:11:38.171 T: 23.71199989318847 [C]; A:[0, 6, 234]; H: 69.85906982421875
SENSE daab 6 22-04-2019 10:11:38.397 T: 27.5807991027832 [C]; A:[-6, 20, 232]; H: 63.244384765625
SENSE daaa 7 22-04-2019 10:11:38.767 T: 23.71199989318847 [C]; A:[0, 2, 232]; H: 69.81329345703125
SENSE daab 7 22-04-2019 10:11:38.965 T: 27.5807991027832 [C]; A:[-6, 16, 240]; H: 63.183349609375
SENSE daaa 8 22-04-2019 10:11:39.333 T: 23.71199989318847 [C]; A:[0, 2, 226]; H: 69.85906982421875
SENSE daab 8 22-04-2019 10:11:39.552 T: 27.51840019226074 [C]; A:[-6, 18, 232]; H: 63.122314453125
SENSE daaa 9 22-04-2019 10:11:39.909 T: 23.71199989318847 [C]; A:[0, 2, 232]; H: 69.88958740234375
SENSE daab 9 22-04-2019 10:11:40.134 T: 27.51840019226074 [C]; A:[0, 18, 234]; H: 63.091796875
SENSE daac 1 22-04-2019 10:11:35.377 T: 24.772798538208 [C]; A:[2, -8, 232]; H: 66.265625
SENSE daab 10 22-04-2019 10:11:40.696 T: 27.5807991027832 [C]; A:[-6, 14, 236]; H: 63.061279296875
SENSE daac 2 22-04-2019 10:11:40.924 T: 24.772798538208 [C]; A:[0, -4, 250]; H: 66.265625
SENSE daab 11 22-04-2019 10:11:41.273 T: 27.51840019226074 [C]; A:[-8, 22, 236]; H: 63.061279296875
SENSE daac 3 22-04-2019 10:11:41.496 T: 24.772798538208 [C]; A:[4, -6, 248]; H: 66.235107421875
SENSE daab 12 22-04-2019 10:11:41.846 T: 27.5807991027832 [C]; A:[-4, 12, 230]; H: 63.03839111328125
SENSE daac 4 22-04-2019 10:11:42.068 T: 24.772798538208 [C]; A:[4, -8, 248]; H: 66.235107421875
SENSE daab 13 22-04-2019 10:11:42.413 T: 27.51840019226074 [C]; A:[-14, 22, 236]; H: 63.03839111328125
SENSE daac 5 22-04-2019 10:11:42.631 T: 24.772798538208 [C]; A:[0, -8, 246]; H: 66.235107421875
SENSE daab 14 22-04-2019 10:11:42.981 T: 27.51840019226074 [C]; A:[-10, 14, 232]; H: 63.03839111328125
SENSE daac 6 22-04-2019 10:11:43.208 T: 24.772798538208 [C]; A:[4, 0, 240]; H: 66.235107421875
SENSE daab 15 22-04-2019 10:11:43.558 T: 27.51840019226074 [C]; A:[-6, 20, 238]; H: 63.00787353515625
SENSE daac 7 22-04-2019 10:11:43.776 T: 24.772798538208 [C]; A:[2, -10, 246]; H: 66.235107421875
SENSE daab 16 22-04-2019 10:11:44.120 T: 27.51840019226074 [C]; A:[0, 16, 232]; H: 63.00787353515625
SENSE daac 8 22-04-2019 10:11:44.344 T: 24.772798538208 [C]; A:[4, -6, 252]; H: 66.265625
SENSE daab 17 22-04-2019 10:11:44.692 T: 27.51840019226074 [C]; A:[-10, 18, 234]; H: 63.03839111328125
SENSE daac 9 22-04-2019 10:11:44.910 T: 24.8351993560791 [C]; A:[0, -4, 248]; H: 66.296142578125
SENSE daaa 10 22-04-2019 10:11:40.486 T: 23.77439880371093 [C]; A:[-6, 10, 234]; H: 69.88958740234375
SENSE daad 1 22-04-2019 10:11:35.376 T: 26.08319854736328 [C]; A:[2, -8, 196]; H: 66.845458984375
SENSE daaa 11 22-04-2019 10:11:45.899 T: 23.77439880371093 [C]; A:[0, 6, 224]; H: 70.019287109375
SENSE daad 2 22-04-2019 10:11:46.004 T: 26.14559936523437 [C]; A:[0, -6, 202]; H: 67.0133056640625
SENSE daaa 12 22-04-2019 10:11:46.476 T: 23.71199989318847 [C]; A:[0, 2, 230]; H: 70.05743408203125
SENSE daad 3 22-04-2019 10:11:46.574 T: 26.14559936523437 [C]; A:[-8, 0, 202]; H: 67.0438232421875
SENSE daaa 13 22-04-2019 10:11:47.052 T: 23.71199989318847 [C]; A:[6, 4, 226]; H: 70.05743408203125
SENSE daad 4 22-04-2019 10:11:47.144 T: 26.08319854736328 [C]; A:[-8, -2, 198]; H: 67.0438232421875
SENSE daaa 14 22-04-2019 10:11:47.628 T: 23.77439880371093 [C]; A:[0, 2, 228]; H: 70.08795166015625
SENSE daad 5 22-04-2019 10:11:47.724 T: 26.08319854736328 [C]; A:[-6, 0, 198]; H: 67.0438232421875
SENSE daaa 15 22-04-2019 10:11:48.204 T: 23.71199989318847 [C]; A:[0, 0, 228]; H: 70.08795166015625
SENSE daad 6 22-04-2019 10:11:48.305 T: 26.14559936523437 [C]; A:[-8, 0, 202]; H: 67.0438232421875
SENSE daaa 16 22-04-2019 10:11:48.780 T: 23.71199989318847 [C]; A:[0, 6, 226]; H: 70.08795166015625
SENSE daad 7 22-04-2019 10:11:48.880 T: 26.14559936523437 [C]; A:[-6, -4, 198]; H: 67.0438232421875
