SENSE daaa 1 22-04-2019 11:02:54.068 T: 24.8976001739502 [C]; A:[4, -36, 248]; H: 66.5250244140625
SENSE daab 6 22-04-2019 11:03:01.351 T: 28.2047996520996 [C]; A:[0, 26, 238]; H: 62.71795654296875
SENSE daaa 6 22-04-2019 11:03:01.700 T: 24.8976001739502 [C]; A:[2, -38, 248]; H: 66.4639892578125
SENSE daab 7 22-04-2019 11:03:01.929 T: 28.2047996520996 [C]; A:[2, 24, 236]; H: 62.695068359375
SENSE daaa 7 22-04-2019 11:03:02.268 T: 24.8351993560791 [C]; A:[0, -32, 242]; H: 66.4639892578125
SENSE daab 8 22-04-2019 11:03:02.496 T: 28.2047996520996 [C]; A:[0, 22, 238]; H: 62.66455078125
SENSE daaa 8 22-04-2019 11:03:02.839 T: 24.8976001739502 [C]; A:[6, -34, 248]; H: 66.4639892578125
SENSE daab 9 22-04-2019 11:03:03.063 T: 28.2047996520996 [C]; A:[0, 20, 236]; H: 62.634033203125
SENSE daaa 9 22-04-2019 11:03:03.407 T: 24.8976001739502 [C]; A:[6, -38, 246]; H: 66.4639892578125
SENSE daab 10 22-04-2019 11:03:03.640 T: 28.2047996520996 [C]; A:[0, 24, 232]; H: 62.603515625
SENSE daac 10 22-04-2019 11:02:59.013 T: 26.20800018310546 [C]; A:[0, 60, 192]; H: 67.0438232421875
SENSE daab 11 22-04-2019 11:03:04.207 T: 28.2047996520996 [C]; A:[8, 18, 234]; H: 62.603515625
SENSE daad 1 22-04-2019 11:02:54.385 T: 24.71039962768554 [C]; A:[-12, 14, 232]; H: 68.18060302734375
SENSE daab 12 22-04-2019 11:03:04.747 T: 28.2047996520996 [C]; A:[4, 22, 238]; H: 62.572998046875
SENSE daab 13 22-04-2019 11:03:05.312 T: 28.2047996520996 [C]; A:[0, 22, 228]; H: 62.54248046875
SENSE daad 2 22-04-2019 11:03:05.152 T: 24.772798538208 [C]; A:[-6, 2, 232]; H: 67.98223876953125
SENSE daab 14 22-04-2019 11:03:05.775 T: 28.2047996520996 [C]; A:[0, 24, 234]; H: 62.54248046875
SENSE daab 15 22-04-2019 11:03:06.347 T: 28.2047996520996 [C]; A:[0, 24, 228]; H: 62.54248046875
SENSE daad 3 22-04-2019 11:03:06.175 T: 24.772798538208 [C]; A:[0, 2, 224]; H: 67.95172119140625
SENSE daab 16 22-04-2019 11:03:06.810 T: 28.2047996520996 [C]; A:[4, 20, 238]; H: 62.54248046875
SENSE daab 17 22-04-2019 11:03:07.382 T: 28.26719856262207 [C]; A:[0, 26, 236]; H: 62.511962890625
SENSE daad 4 22-04-2019 11:03:07.199 T: 24.8351993560791 [C]; A:[-8, 0, 234]; H: 67.92120361328125
SENSE daab 18 22-04-2019 11:03:07.875 T: 28.26719856262207 [C]; A:[0, 20, 234]; H: 62.511962890625
SENSE daab 19 22-04-2019 11:03:08.447 T: 28.26719856262207 [C]; A:[0, 24, 234]; H: 62.4814453125
SENSE daad 5 22-04-2019 11:03:08.282 T: 24.8351993560791 [C]; A:[-8, 0, 228]; H: 67.883056640625
SENSE daaa 10 22-04-2019 11:03:03.984 T: 24.8976001739502 [C]; A:[2, -34, 248]; H: 66.44110107421875
SENSE daaa 11 22-04-2019 11:03:09.550 T: 24.8976001739502 [C]; A:[2, -36, 246]; H: 66.41058349609375
SENSE daad 6 22-04-2019 11:03:09.385 T: 24.8351993560791 [C]; A:[-4, 2, 230]; H: 67.8525390625
SENSE daaa 12 22-04-2019 11:03:10.003 T: 24.95999908447265 [C]; A:[2, -36, 250]; H: 66.41058349609375
SENSE daad 7 22-04-2019 11:03:10.299 T: 24.8351993560791 [C]; A:[-4, 2, 226]; H: 67.8525390625
SENSE daaa 13 22-04-2019 11:03:10.566 T: 24.8976001739502 [C]; A:[0, -34, 246]; H: 66.38006591796875
SENSE daad 8 22-04-2019 11:03:10.870 T: 24.8351993560791 [C]; A:[0, 0, 234]; H: 67.822021484375
SENSE daaa 14 22-04-2019 11:03:11.162 T: 24.95999908447265 [C]; A:[4, -30, 248]; H: 66.38006591796875
SENSE daad 9 22-04-2019 11:03:11.462 T: 24.8351993560791 [C]; A:[0, 4, 224]; H: 67.82965087890625
SENSE daaa 15 22-04-2019 11:03:11.735 T: 24.8976001739502 [C]; A:[0, -36, 244]; H: 66.38006591796875
SENSE daad 10 22-04-2019 11:03:12.028 T: 24.8351993560791 [C]; A:[-4, 0, 232]; H: 67.82965087890625
SENSE daaa 16 22-04-2019 11:03:12.307 T: 24.95999908447265 [C]; A:[0, -30, 240]; H: 66.38006591796875
SENSE daad 11 22-04-2019 11:03:12.624 T: 24.8351993560791 [C]; A:[0, 2, 236]; H: 67.79913330078125
SENSE daaa 17 22-04-2019 11:03:12.900 T: 24.95999908447265 [C]; A:[6, -36, 250]; H: 66.38006591796875
SENSE daad 12 22-04-2019 11:03:13.201 T: 24.8351993560791 [C]; A:[0, 0, 228]; H: 67.760986328125
SENSE daaa 18 22-04-2019 11:03:13.482 T: 24.8976001739502 [C]; A:[4, -32, 248]; H: 66.38006591796875
SENSE daab 20 22-04-2019 11:03:08.920 T: 28.26719856262207 [C]; A:[2, 22, 232]; H: 62.450927734375
SENSE daad 13 22-04-2019 11:03:13.783 T: 24.8976001739502 [C]; A:[0, 4, 232]; H: 67.760986328125
SENSE daab 21 22-04-2019 11:03:14.284 T: 28.32959938049316 [C]; A:[2, 22, 234]; H: 62.1610107421875
SENSE daab 22 22-04-2019 11:03:14.866 T: 28.32959938049316 [C]; A:[0, 24, 236]; H: 62.1304931640625
SENSE daad 14 22-04-2019 11:03:14.691 T: 24.8976001739502 [C]; A:[-4, 0, 228]; H: 67.699951171875
SENSE daab 23 22-04-2019 11:03:15.328 T: 28.32959938049316 [C]; A:[0, 24, 232]; H: 62.0999755859375
SENSE daab 24 22-04-2019 11:03:15.906 T: 28.32959938049316 [C]; A:[0, 18, 228]; H: 62.0694580078125
SENSE daad 15 22-04-2019 11:03:15.759 T: 24.8351993560791 [C]; A:[0, 0, 228]; H: 67.66943359375
SENSE daab 25 22-04-2019 11:03:16.368 T: 28.32959938049316 [C]; A:[0, 22, 230]; H: 62.01605224609375
SENSE daab 26 22-04-2019 11:03:16.940 T: 28.32959938049316 [C]; A:[2, 26, 238]; H: 61.98553466796875
SENSE daad 16 22-04-2019 11:03:16.788 T: 24.8351993560791 [C]; A:[0, 0, 230]; H: 67.66943359375
SENSE daab 27 22-04-2019 11:03:17.403 T: 28.39199829101562 [C]; A:[4, 24, 232]; H: 61.95501708984375
SENSE daab 28 22-04-2019 11:03:17.975 T: 28.32959938049316 [C]; A:[6, 24, 232]; H: 61.92449951171875
SENSE daad 17 22-04-2019 11:03:17.806 T: 24.8976001739502 [C]; A:[0, 0, 224]; H: 67.63128662109375
SENSE daab 29 22-04-2019 11:03:18.453 T: 28.39199829101562 [C]; A:[2, 20, 234]; H: 61.89398193359375
SENSE daaa 19 22-04-2019 11:03:14.055 T: 24.8976001739502 [C]; A:[4, -36, 244]; H: 66.32666015625
SENSE daab 30 22-04-2019 11:03:19.025 T: 28.39199829101562 [C]; A:[0, 20, 242]; H: 61.89398193359375
SENSE daad 18 22-04-2019 11:03:18.854 T: 24.8976001739502 [C]; A:[-8, 2, 232]; H: 67.60076904296875
SENSE daab 31 22-04-2019 11:03:19.607 T: 28.39199829101562 [C]; A:[0, 16, 230]; H: 61.86346435546875
SENSE daac 11 22-04-2019 11:03:09.553 T: 26.33279991149902 [C]; A:[-4, 62, 192]; H: 66.967529296875
SENSE daab 32 22-04-2019 11:03:20.194 T: 28.39199829101562 [C]; A:[2, 14, 232]; H: 61.83294677734375
SENSE daad 19 22-04-2019 11:03:20.111 T: 24.8976001739502 [C]; A:[0, 0, 236]; H: 67.60076904296875
SENSE daab 33 22-04-2019 11:03:20.797 T: 28.45439910888671 [C]; A:[6, 18, 234]; H: 61.80242919921875
SENSE daac 12 22-04-2019 11:03:20.640 T: 26.33279991149902 [C]; A:[0, 66, 192]; H: 66.71575927734375
SENSE daab 34 22-04-2019 11:03:21.384 T: 28.39199829101562 [C]; A:[4, 22, 232]; H: 61.779541015625
SENSE daad 20 22-04-2019 11:03:21.304 T: 24.8976001739502 [C]; A:[-4, 0, 236]; H: 67.57025146484375
SENSE daab 35 22-04-2019 11:03:21.856 T: 28.45439910888671 [C]; A:[2, 22, 234]; H: 61.779541015625
SENSE daab 36 22-04-2019 11:03:22.438 T: 28.39199829101562 [C]; A:[6, 18, 240]; H: 61.7490234375
SENSE daad 21 22-04-2019 11:03:22.267 T: 24.8976001739502 [C]; A:[-4, 2, 232]; H: 67.57025146484375
SENSE daab 37 22-04-2019 11:03:22.901 T: 28.39199829101562 [C]; A:[2, 24, 236]; H: 61.718505859375
SENSE daab 38 22-04-2019 11:03:23.484 T: 28.39199829101562 [C]; A:[0, 22, 232]; H: 61.718505859375
SENSE daad 22 22-04-2019 11:03:23.316 T: 24.8976001739502 [C]; A:[0, 2, 230]; H: 67.53973388671875
SENSE daab 39 22-04-2019 11:03:23.946 T: 28.45439910888671 [C]; A:[0, 28, 234]; H: 61.68798828125
SENSE daaa 20 22-04-2019 11:03:19.381 T: 24.95999908447265 [C]; A:[4, -34, 256]; H: 66.4639892578125
SENSE daab 40 22-04-2019 11:03:24.518 T: 28.39199829101562 [C]; A:[6, 20, 236]; H: 61.657470703125
SENSE daad 23 22-04-2019 11:03:24.354 T: 24.95999908447265 [C]; A:[0, 0, 232]; H: 67.4710693359375
SENSE daab 41 22-04-2019 11:03:25.090 T: 28.45439910888671 [C]; A:[4, 22, 236]; H: 61.657470703125
SENSE daab 42 22-04-2019 11:03:25.663 T: 28.45439910888671 [C]; A:[2, 22, 238]; H: 61.657470703125
SENSE daab 43 22-04-2019 11:03:26.151 T: 28.45439910888671 [C]; A:[0, 22, 230]; H: 61.657470703125
SENSE daab 44 22-04-2019 11:03:26.648 T: 28.45439910888671 [C]; A:[0, 24, 232]; H: 61.626953125
SENSE daac 13 22-04-2019 11:03:26.486 T: 26.27039909362792 [C]; A:[0, 64, 192]; H: 66.7386474609375
SENSE daab 45 22-04-2019 11:03:27.110 T: 28.45439910888671 [C]; A:[2, 16, 230]; H: 61.626953125
SENSE daac 14 22-04-2019 11:03:27.431 T: 26.27039909362792 [C]; A:[0, 66, 192]; H: 66.7386474609375
SENSE daab 46 22-04-2019 11:03:27.774 T: 28.45439910888671 [C]; A:[6, 22, 234]; H: 61.626953125
SENSE daab 47 22-04-2019 11:03:28.270 T: 28.45439910888671 [C]; A:[0, 24, 230]; H: 61.626953125
SENSE daac 15 22-04-2019 11:03:28.116 T: 26.27039909362792 [C]; A:[0, 64, 198]; H: 66.7996826171875
SENSE daab 48 22-04-2019 11:03:28.748 T: 28.45439910888671 [C]; A:[6, 24, 238]; H: 61.626953125
SENSE daab 49 22-04-2019 11:03:29.310 T: 28.51679992675781 [C]; A:[6, 22, 236]; H: 61.596435546875
SENSE daac 16 22-04-2019 11:03:29.071 T: 26.27039909362792 [C]; A:[-4, 64, 192]; H: 66.7996826171875
SENSE daaa 21 22-04-2019 11:03:24.866 T: 25.02239990234375 [C]; A:[2, -32, 250]; H: 66.57843017578125
SENSE daac 17 22-04-2019 11:03:30.066 T: 26.27039909362792 [C]; A:[0, 62, 196]; H: 66.8302001953125
SENSE daad 24 22-04-2019 11:03:25.492 T: 24.95999908447265 [C]; A:[-4, 2, 234]; H: 67.4405517578125
SENSE daac 18 22-04-2019 11:03:30.642 T: 26.27039909362792 [C]; A:[0, 68, 192]; H: 66.8302001953125
SENSE daac 19 22-04-2019 11:03:31.181 T: 26.27039909362792 [C]; A:[0, 64, 198]; H: 66.8302001953125
SENSE daac 20 22-04-2019 11:03:31.696 T: 26.27039909362792 [C]; A:[0, 64, 192]; H: 66.8302001953125
SENSE daac 21 22-04-2019 11:03:32.202 T: 26.33279991149902 [C]; A:[-8, 64, 192]; H: 66.8302001953125
SENSE daac 22 22-04-2019 11:03:32.697 T: 26.33279991149902 [C]; A:[0, 62, 194]; H: 66.8302001953125
SENSE daac 23 22-04-2019 11:03:33.192 T: 26.27039909362792 [C]; A:[0, 64, 192]; H: 66.8302001953125
SENSE daac 24 22-04-2019 11:03:33.687 T: 26.33279991149902 [C]; A:[0, 62, 196]; H: 66.7996826171875
SENSE daac 25 22-04-2019 11:03:34.213 T: 26.33279991149902 [C]; A:[-6, 60, 200]; H: 66.7996826171875
SENSE daab 50 22-04-2019 11:03:29.773 T: 28.51679992675781 [C]; A:[0, 24, 230]; H: 61.596435546875
SENSE daac 26 22-04-2019 11:03:34.707 T: 26.33279991149902 [C]; A:[0, 60, 192]; H: 66.7996826171875
SENSE daab 51 22-04-2019 11:03:35.056 T: 28.51679992675781 [C]; A:[2, 10, 236]; H: 61.54302978515625
SENSE daaa 22 22-04-2019 11:03:30.411 T: 24.95999908447265 [C]; A:[4, -38, 242]; H: 66.27325439453125
SENSE daaa 23 22-04-2019 11:03:35.886 T: 25.02239990234375 [C]; A:[2, -40, 256]; H: 66.10540771484375
SENSE daad 25 22-04-2019 11:03:35.974 T: 25.02239990234375 [C]; A:[0, 6, 232]; H: 67.15826416015625
SENSE daaa 24 22-04-2019 11:03:36.339 T: 25.02239990234375 [C]; A:[2, -40, 240]; H: 66.10540771484375
SENSE daad 26 22-04-2019 11:03:36.635 T: 25.02239990234375 [C]; A:[0, 2, 236]; H: 67.15826416015625
SENSE daaa 25 22-04-2019 11:03:36.917 T: 25.02239990234375 [C]; A:[0, -32, 248]; H: 66.10540771484375
SENSE daad 27 22-04-2019 11:03:37.206 T: 25.02239990234375 [C]; A:[0, 2, 232]; H: 67.12774658203125
SENSE daaa 26 22-04-2019 11:03:37.485 T: 25.02239990234375 [C]; A:[0, -32, 248]; H: 66.10540771484375
SENSE daad 28 22-04-2019 11:03:37.777 T: 25.02239990234375 [C]; A:[-8, 0, 230]; H: 67.12774658203125
SENSE daaa 27 22-04-2019 11:03:38.047 T: 24.95999908447265 [C]; A:[0, -34, 244]; H: 66.10540771484375
SENSE daad 29 22-04-2019 11:03:38.339 T: 25.02239990234375 [C]; A:[0, 2, 232]; H: 67.12774658203125
SENSE daaa 28 22-04-2019 11:03:38.619 T: 24.95999908447265 [C]; A:[2, -30, 248]; H: 66.10540771484375
SENSE daad 30 22-04-2019 11:03:38.910 T: 25.02239990234375 [C]; A:[0, 0, 230]; H: 67.12774658203125
SENSE daaa 29 22-04-2019 11:03:39.192 T: 25.02239990234375 [C]; A:[4, -32, 238]; H: 66.10540771484375
SENSE daad 31 22-04-2019 11:03:39.491 T: 25.02239990234375 [C]; A:[0, 0, 232]; H: 67.12774658203125
SENSE daaa 30 22-04-2019 11:03:39.774 T: 25.02239990234375 [C]; A:[0, -34, 246]; H: 66.10540771484375
SENSE daad 32 22-04-2019 11:03:40.078 T: 25.02239990234375 [C]; A:[-6, 0, 230]; H: 67.089599609375
SENSE daaa 31 22-04-2019 11:03:40.356 T: 25.02239990234375 [C]; A:[2, -44, 236]; H: 66.13592529296875
SENSE daab 52 22-04-2019 11:03:40.410 T: 28.57919883728027 [C]; A:[4, 20, 232]; H: 61.39044189453125
SENSE daaa 32 22-04-2019 11:03:40.949 T: 25.02239990234375 [C]; A:[4, -34, 244]; H: 66.1588134765625
SENSE daab 53 22-04-2019 11:03:41.183 T: 28.57919883728027 [C]; A:[4, 16, 236]; H: 61.35992431640625
SENSE daaa 33 22-04-2019 11:03:41.521 T: 25.02239990234375 [C]; A:[0, -38, 242]; H: 66.1588134765625
SENSE daab 54 22-04-2019 11:03:41.746 T: 28.57919883728027 [C]; A:[0, 24, 234]; H: 61.35992431640625
SENSE daaa 34 22-04-2019 11:03:42.088 T: 24.95999908447265 [C]; A:[2, -32, 244]; H: 66.13592529296875
SENSE daab 55 22-04-2019 11:03:42.313 T: 28.64159965515136 [C]; A:[0, 24, 228]; H: 61.3370361328125
SENSE daaa 35 22-04-2019 11:03:42.671 T: 25.02239990234375 [C]; A:[4, -36, 248]; H: 66.13592529296875
SENSE daab 56 22-04-2019 11:03:42.895 T: 28.64159965515136 [C]; A:[6, 16, 232]; H: 61.3370361328125
SENSE daaa 36 22-04-2019 11:03:43.243 T: 25.02239990234375 [C]; A:[4, -38, 244]; H: 66.13592529296875
SENSE daab 57 22-04-2019 11:03:43.477 T: 28.64159965515136 [C]; A:[2, 18, 236]; H: 61.2760009765625
SENSE daaa 37 22-04-2019 11:03:43.816 T: 25.02239990234375 [C]; A:[2, -38, 240]; H: 66.10540771484375
SENSE daab 58 22-04-2019 11:03:44.050 T: 28.64159965515136 [C]; A:[0, 26, 230]; H: 61.2760009765625
SENSE daaa 38 22-04-2019 11:03:44.388 T: 24.95999908447265 [C]; A:[2, -36, 246]; H: 66.08251953125
SENSE daab 59 22-04-2019 11:03:44.622 T: 28.57919883728027 [C]; A:[4, 22, 234]; H: 61.2149658203125
SENSE daaa 39 22-04-2019 11:03:44.966 T: 25.02239990234375 [C]; A:[6, -40, 252]; H: 66.08251953125
SENSE daab 60 22-04-2019 11:03:45.200 T: 28.64159965515136 [C]; A:[4, 26, 238]; H: 61.2149658203125
SENSE daac 27 22-04-2019 11:03:35.392 T: 26.33279991149902 [C]; A:[0, 62, 192]; H: 66.7691650390625
SENSE daab 61 22-04-2019 11:03:45.776 T: 28.64159965515136 [C]; A:[0, 30, 236]; H: 61.1844482421875
SENSE daab 62 22-04-2019 11:03:46.344 T: 28.64159965515136 [C]; A:[0, 22, 230]; H: 61.1539306640625
SENSE daac 28 22-04-2019 11:03:46.095 T: 26.39519882202148 [C]; A:[0, 64, 194]; H: 66.57843017578125
SENSE daab 63 22-04-2019 11:03:46.811 T: 28.64159965515136 [C]; A:[2, 24, 236]; H: 61.1234130859375
SENSE daab 64 22-04-2019 11:03:47.389 T: 28.64159965515136 [C]; A:[2, 20, 238]; H: 61.10052490234375
SENSE daac 29 22-04-2019 11:03:47.130 T: 26.39519882202148 [C]; A:[0, 62, 198]; H: 66.5250244140625
SENSE daab 65 22-04-2019 11:03:47.872 T: 28.64159965515136 [C]; A:[6, 20, 234]; H: 61.10052490234375
SENSE daab 66 22-04-2019 11:03:48.444 T: 28.64159965515136 [C]; A:[0, 20, 228]; H: 61.07000732421875
SENSE daac 30 22-04-2019 11:03:48.201 T: 26.39519882202148 [C]; A:[-12, 64, 192]; H: 66.4639892578125
SENSE daab 67 22-04-2019 11:03:48.921 T: 28.64159965515136 [C]; A:[4, 16, 234]; H: 61.10052490234375
SENSE daac 31 22-04-2019 11:03:49.235 T: 26.39519882202148 [C]; A:[0, 58, 192]; H: 66.41058349609375
SENSE daab 68 22-04-2019 11:03:49.580 T: 28.64159965515136 [C]; A:[4, 20, 238]; H: 61.07000732421875
SENSE daab 69 22-04-2019 11:03:50.091 T: 28.70399856567382 [C]; A:[0, 24, 228]; H: 61.03948974609375
SENSE daab 70 22-04-2019 11:03:50.559 T: 28.70399856567382 [C]; A:[0, 18, 244]; H: 61.03948974609375
SENSE daab 71 22-04-2019 11:03:51.046 T: 28.70399856567382 [C]; A:[2, 24, 234]; H: 61.03948974609375
SENSE daad 33 22-04-2019 11:03:50.972 T: 25.02239990234375 [C]; A:[-8, 0, 226]; H: 66.95989990234375
SENSE daab 72 22-04-2019 11:03:51.519 T: 28.70399856567382 [C]; A:[0, 24, 230]; H: 61.00897216796875
SENSE daab 73 22-04-2019 11:03:52.081 T: 28.70399856567382 [C]; A:[6, 20, 236]; H: 60.97845458984375
SENSE daad 34 22-04-2019 11:03:51.921 T: 25.08479881286621 [C]; A:[0, 0, 226]; H: 66.998046875
SENSE daab 74 22-04-2019 11:03:52.554 T: 28.70399856567382 [C]; A:[6, 24, 240]; H: 60.97845458984375
SENSE daab 75 22-04-2019 11:03:53.117 T: 28.70399856567382 [C]; A:[0, 22, 236]; H: 60.94793701171875
SENSE daad 35 22-04-2019 11:03:52.975 T: 25.08479881286621 [C]; A:[-6, 2, 232]; H: 67.028564453125
SENSE daab 76 22-04-2019 11:03:53.579 T: 28.70399856567382 [C]; A:[6, 18, 236]; H: 60.91741943359375
SENSE daab 77 22-04-2019 11:03:54.152 T: 28.70399856567382 [C]; A:[2, 26, 244]; H: 60.91741943359375
SENSE daad 36 22-04-2019 11:03:53.973 T: 25.08479881286621 [C]; A:[0, 2, 234]; H: 67.028564453125
SENSE daab 78 22-04-2019 11:03:54.614 T: 28.70399856567382 [C]; A:[4, 18, 242]; H: 60.89453125
SENSE daac 32 22-04-2019 11:03:49.931 T: 26.39519882202148 [C]; A:[0, 68, 200]; H: 66.38006591796875
SENSE daab 79 22-04-2019 11:03:55.184 T: 28.70399856567382 [C]; A:[6, 22, 236]; H: 60.864013671875
SENSE daaa 40 22-04-2019 11:03:45.548 T: 25.02239990234375 [C]; A:[0, -34, 242]; H: 66.021484375
SENSE daab 80 22-04-2019 11:03:55.764 T: 28.70399856567382 [C]; A:[6, 24, 238]; H: 60.864013671875
SENSE daac 33 22-04-2019 11:03:55.587 T: 26.39519882202148 [C]; A:[-6, 64, 190]; H: 66.24273681640625
SENSE daab 81 22-04-2019 11:03:56.336 T: 28.76639938354492 [C]; A:[0, 20, 234]; H: 60.864013671875
SENSE daab 82 22-04-2019 11:03:56.908 T: 28.70399856567382 [C]; A:[2, 22, 236]; H: 60.83349609375
SENSE daac 34 22-04-2019 11:03:56.663 T: 26.39519882202148 [C]; A:[0, 68, 198]; H: 66.2198486328125
SENSE daab 83 22-04-2019 11:03:57.371 T: 28.70399856567382 [C]; A:[4, 24, 236]; H: 60.83349609375
SENSE daab 84 22-04-2019 11:03:57.944 T: 28.70399856567382 [C]; A:[2, 20, 240]; H: 60.864013671875
SENSE daac 35 22-04-2019 11:03:57.688 T: 26.39519882202148 [C]; A:[0, 64, 192]; H: 66.1893310546875
SENSE daab 85 22-04-2019 11:03:58.432 T: 28.70399856567382 [C]; A:[6, 22, 234]; H: 60.864013671875
SENSE daab 86 22-04-2019 11:03:59.013 T: 28.70399856567382 [C]; A:[0, 18, 228]; H: 60.89453125
SENSE daac 36 22-04-2019 11:03:58.759 T: 26.39519882202148 [C]; A:[0, 62, 194]; H: 66.2198486328125
SENSE daab 87 22-04-2019 11:03:59.476 T: 28.70399856567382 [C]; A:[0, 22, 234]; H: 60.91741943359375
SENSE daad 37 22-04-2019 11:03:55.011 T: 25.08479881286621 [C]; A:[0, 0, 232]; H: 67.028564453125
SENSE daab 88 22-04-2019 11:04:00.140 T: 28.70399856567382 [C]; A:[2, 26, 236]; H: 60.94793701171875
SENSE daab 89 22-04-2019 11:04:00.642 T: 28.76639938354492 [C]; A:[0, 16, 238]; H: 60.94793701171875
SENSE daad 38 22-04-2019 11:04:00.566 T: 25.08479881286621 [C]; A:[-6, 2, 236]; H: 66.95989990234375
SENSE daab 90 22-04-2019 11:04:01.103 T: 28.70399856567382 [C]; A:[0, 20, 230]; H: 60.97845458984375
SENSE daab 91 22-04-2019 11:04:01.676 T: 28.70399856567382 [C]; A:[6, 26, 240]; H: 60.97845458984375
SENSE daad 39 22-04-2019 11:04:01.495 T: 25.08479881286621 [C]; A:[-6, 4, 230]; H: 66.95989990234375
SENSE daab 92 22-04-2019 11:04:02.139 T: 28.76639938354492 [C]; A:[0, 22, 238]; H: 61.00897216796875
SENSE daab 93 22-04-2019 11:04:02.721 T: 28.70399856567382 [C]; A:[-4, 24, 234]; H: 61.00897216796875
SENSE daad 40 22-04-2019 11:04:02.544 T: 25.08479881286621 [C]; A:[0, 6, 238]; H: 66.92938232421875
SENSE daab 94 22-04-2019 11:04:03.189 T: 28.70399856567382 [C]; A:[2, 24, 236]; H: 61.03948974609375
SENSE daab 95 22-04-2019 11:04:03.766 T: 28.76639938354492 [C]; A:[2, 20, 240]; H: 61.03948974609375
SENSE daad 41 22-04-2019 11:04:03.592 T: 25.08479881286621 [C]; A:[-4, 4, 236]; H: 66.89886474609375
SENSE daab 96 22-04-2019 11:04:04.239 T: 28.76639938354492 [C]; A:[0, 24, 236]; H: 61.03948974609375
SENSE daab 97 22-04-2019 11:04:04.801 T: 28.76639938354492 [C]; A:[0, 22, 234]; H: 61.00897216796875
SENSE daac 37 22-04-2019 11:03:59.794 T: 26.39519882202148 [C]; A:[-4, 66, 204]; H: 66.2198486328125
SENSE daab 98 22-04-2019 11:04:05.264 T: 28.70399856567382 [C]; A:[0, 26, 234]; H: 60.97845458984375
SENSE daab 99 22-04-2019 11:04:05.832 T: 28.70399856567382 [C]; A:[4, 22, 236]; H: 60.97845458984375
SENSE daaa 41 22-04-2019 11:03:56.110 T: 25.02239990234375 [C]; A:[6, -32, 248]; H: 66.0062255859375
SENSE daab 100 22-04-2019 11:04:06.299 T: 28.76639938354492 [C]; A:[0, 24, 236]; H: 60.94793701171875
SENSE daab 101 22-04-2019 11:04:06.871 T: 28.76639938354492 [C]; A:[0, 22, 230]; H: 60.91741943359375
SENSE daab 102 22-04-2019 11:04:07.324 T: 28.76639938354492 [C]; A:[2, 18, 236]; H: 60.91741943359375
SENSE daac 38 22-04-2019 11:04:05.581 T: 26.45759963989257 [C]; A:[-4, 64, 192]; H: 66.33428955078125
SENSE daaa 42 22-04-2019 11:04:06.647 T: 25.08479881286621 [C]; A:[0, -32, 248]; H: 65.89178466796875
SENSE daaa 43 22-04-2019 11:04:11.904 T: 25.1471996307373 [C]; A:[4, -34, 242]; H: 65.9757080078125
